,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,organization_title_1,label
189,qiuyuan-yin-a89843b1,Java JavaScript HTML Cascading Style Sheets CSS Scala Project Management Reactjs MongoDB Customer Service Python Management Oracle SQL Developer Shell Scripting ObjectiveC Css                                     ,"Master's degree, Information Technology UNSW","Bachelor's degree, Microelectronics University of Electronic Science and Technology of China", ,Data Engineer Canva,Senior Software Engineer Xinja,Software Engineer Hyper Anna,Software Engineer CreativeWorks International Pty Ltd,Data Engineer,1
190,m-junaidiqbal,Microsoft Word Data Analysis Microsoft Office Leadership Public Speaking Project Management Microsoft Excel Microsoft PowerPoint Data Analytics Tableau Microsoft Power BI Business Analysis Business Intelligence BI Project Planning Operations Management Process Improvement Relationship Management SQL Server Management Studio Google Analytics Business Process Improvement Business Development Spotfire Microsoft Outlook Microsoft Project Inventory Management Reporting Analysis Supply Chain Management Vendor Management Portfolio Management TransactSQL TSQL Crossfunctional Team Leadership KPI Dashboards SAP BI Disaster Recovery SAP Products Mergers Acquisitions MA Asset Management Customer Relationship Management CRM Cost Control Cost Reporting Business Process Salesforce Workflow Management Business Systems Implementation Zendesk KPI Reports Portfolio Performance Analysis Performance Reporting Articulate Storyline Business Modeling  ,Master of Business Administration (MBA) University of Sunderland,"Bachelor of Arts - BA, Business Management University of Sunderland", ,Data Engineer Accenture,"Manager, Asset Operations Energy Service Experts","Senior Analyst, Operations Energy Service Experts",Operations Analyst Energy Service Experts,Data Engineer,1
191,lakmal-caldera-322613aa,Java C JavaScript HTML AngularJS Bootstrap Scala CSS Python ObjectiveC jQuery Android Web Services JSON React Swift jQuery Mobile UIUX Hybrids DOM Scripting Gatling Backbonejs                              ,"Bachelor's degree, Electrical and Computer Systems Engineering Monash University Malaysia","General Certificate of Education (GCE A-Level), Science Al-najoom International School", ,Data Engineer Ericsson,Software Engineer Creative Software,Senior Software Engineer Creative Software,Full Stack Consultant University of Colombo,Data Engineer,1
192,logan-w-89a612a5,Java MySQL AngularJS SQL Data Analysis Leadership Public Speaking Project Management Reactjs Customer Service BackEnd Web Development Python Data Visualization Management Microsoft SQL Server Business Analysis Power BI Data Modeling Database Administration Django C Visual Basic Requirements Analysis NoSQL QlikView SQL Server Reporting Services SSRS Databricks SQL Server Analysis Services SSAS REST API Reporting Analysis TransactSQL TSQL DAX Training Active Directory SharePoint Cognos ITIL Internet Information Services IIS Technical Support Data warehouse SAP Microsoft PowerApps OutSystems TOGAF MarkDown       ,"Master of Information System, Management Information Systems, General University of Melbourne","ACS Professional Year, IT Performance Education","Bachelor of Information System, Management Information Systems, General Victoria University",Data Engineer Intelematics,Co-Founder Galaxy Elite Tech,Analyst Programmer JANA Investment Advisers,Technical and Application Specialist Aderant,Data Engineer,1
193,syedmaazhussaini,Python Programming Language PHP Web Development Machine Learning Data Analysis Software Development Teamwork Scrum Data Visualization Data Analytics Agile Methodologies Adobe XD jira TruAI                                      ,"Bachelor of Science - BS, Software Engineering NED University of Engineering and Technology","Intermediate, Pre-Engineering Army Public School - (APSACS)", ,Data Engineer Minds Collide (Private) Limited,Data Engineer Markematics Digital,Back-end Developer DP World, ,Data Engineer,1
194,jaivir-wazir,Python Programming Language MySQL SQL Machine Learning Data Analysis Programming Teamwork Public Speaking MongoDB Microsoft Excel Data Mining Team Leadership Natural Language Processing NLP Data Visualization Data Science PowerPoint Tableau Statistical Modeling Easily Adaptable Research Microsoft Power BI Analytics Business Analysis Google Cloud Platform GCP RStudio Apache Spark PySpark Extract Transform Load ETL Shell Scripting Communication NoSQL R Shiny PostgreSQL Jira Data Wrangling Data Migration Apache Airflow Google BigQuery Confluence Apache Beam Pentaho Google Cloud Dataflow GoodData Looker Software LookML Cloud Composer Fivetran GCS  ,Master of Data Science Monash University,"Bachelor of Technology (B.Tech.), Electrical, Electronics and Communications Engineering Vellore Institute of Technology",C.B.S.E Delhi Public School - R. K. Puram,Data Engineer Kato Solutions,Data Scientist Cognitive View,Catastrophe Modeling Analyst  AIG, ,Data Engineer,1
195,lexiqiang,SQL Data Analysis Scala Teamwork Public Speaking Project Management Python Hadoop R Analytical Skills Research Business Analysis Apache Spark Strategic Planning Business Strategy Requirements Analysis Risk Management Marketing Banking Reporting Analysis Portfolio Management Marketing Strategy System Analysis and Design Conflict Management MultiCultural Team Leadership Data wrangling                          ,"Master's degree, Business Information Systems Monash University","Bachelor of Laws (LL.B.), International Economic Laws Shanghai International Studies University", ,Consultant - Data Engineer Quantexa,Consultant - Data Engineer BizData,Solution Advisor - Business Intelligence/Data Analyst BizData,Teaching Associate Monash University,Consultant - Data Engineer,1
196,yashvir-grewal,                                                   , Mannix College,"Bachelor’s Degree, Computer Science and Applied Mathematics (Honours) Monash University", ,Data Engineer Little Birdie,Researcher - Deep Reinforcement Learning Monash University,AWS Data Engineer- Future Energy & Technology Origin Energy,Research Assistant - Machine Learning Monash University,Data Engineer,1
197,mahendra-sisodiya-480985114,Java Python Programming Language SQL Git Linux Data Engineering Microsoft Azure Teamwork Leadership Public Speaking ObjectOriented Programming OOP Project Management Data Science Hadoop Hive Research Management Apache Spark PySpark Docker Products Business Strategy Big Data Cloud Computing Extract Transform Load ETL Shell Scripting Amazon Web Services AWS HiveQL Communication Jira Data Pipelines Azure Databricks Business Development Jenkins Bitbucket Azure DevOps Entrepreneurship Azure Cosmos DB Apache NiFi Apache Impala Azure Functions Stock Market Stock Research StreamSets Data build tool dbt      ,"Bachelor of Engineering - BE, Computer Science Oriental Institute of Science & Technology", , ,"Associate Data Engineer phData, Inc.", , , ,Associate Data Engineer,1
198,kenny-yu,JavaScript SQL HTML Microsoft Azure Angular Python Apache Spark Amazon Web Services AWS Serverless Computing Kubernetes Go Programming Language Terraform Ansible GraphQL Continuous Integration and Continuous Delivery CICD Azure Kubernetes Service AKS                                    ,"Master's degree, Information Technology Monash University","Bachelor of Arts (BA), Economics National Chengchi University", ,Data Engineer Culture Amp,Software Engineer Zetaris - Enterprise Data Fabric,Web Crawling Analyst Jora, ,Data Engineer,1
199,adityamalik1234,Nodejs SQL Git Linux HTML Machine Learning CSS C Python ElasticSearch Oracle SQL Developer TensorFlow Keras Amazon Web Services AWS Artificial Intelligence Spark Core Java Amazon EC Amazon S Docker SQLite PostgreSQL C flask JS Postgresql druid                         ,"Bachelor of Technology (B.Tech.), Information Technology Guru Gobind Singh Indraprastha University", , ,Data Engineer C2FO,Software Development Engineer II yellow.ai,Software Development Engineer I yellow.ai,Software Developer Intern Chumping,Data Engineer,1
200,khiem-ta-99999670,JavaScript Nodejs python Git Linux Software Development Python Data Science Hadoop Apache Spark Big Data ETL Tools Artificial Intelligence Networking NoSQL Telecommunications Google Cloud Platform Weka CCNA Jenkins data science Tortoise SVN CCNP MPLS Networking Ethernet Cisco Technologies CCNA Sercurity Switching Carrier Ethernet MPLSTP Traffic Management OAM MCSA Largescale Data Processing                  ,"Bachelor of Engineering (B.E.), Computer Systems Networking and Telecommunications VNUHCM - University of Science","Master's degree, Management Information Systems and Services Ho Chi Minh City University of Technology", ,Data Engineer ShopBack,Data Engineer Galaxy Play,Senior Software Engineer FPT Software,Data Scientist INALab - CCSS startup,Data Engineer,1
201,shanakagunaratna,SQL Databases Tableau Microsoft SQL Server Business Analysis Business Intelligence BI Extract Transform Load ETL Agile Methodologies Data Warehousing Requirements Analysis Requirements Gathering Business Intelligence OBIEE QlikView QlikView Development SQL Server Reporting Services SSRS Enterprise Architecture SQL Server Integration Services SSIS Oracle PLSQL ETL Alteryx Qlik Sense Data Migration Oracle Warehouse Builder SSIS OLAP Tableau Desktop Tableau Server Dimensional Modeling                    ,"MBA, Business Administration University of Wales, Cardiff","BSc(Hons), Information Systems The Manchester Metropolitan University", ,Data Engineer La Trobe Financial,Consultant - RXP Insight RXP Group,BI/Analytics Consultant MIP,Business Intelligence Consultant RXP Services Limited,Data Engineer,1
202,dhilan,Java C Web Development Linux Data Engineering Big Data Analytics Scala Graphic Design C Python Hadoop Apache Spark Big Data Amazon Web Services AWS Hadoop Administration Visual Basic Joomla Business Intelligence QlikView Development Photoshop Informatica Cisco Networking Video Processing After Effects Web Hosting Windows System Administration                          ,CIMA Adv.DIP MA The Chartered Institute of Management Accountants,"GCE-Advanced Level, Mathermatics St.Joseph's College","Master of Science - MS, Computer Science University of Colombo",Senior Lead – Data Engineering MillenniumIT ESP,Lead - Data Engineering MillenniumIT,Data Center Engineer MillenniumIT,Head of Creative Development Moraspirit Initiative,Senior Lead – Data Engineering,1
203,sai-teja-gudapati-3a5302150,Java C JavaScript Python Programming Language HTML Cascading Style Sheets CSS Nodejs Web Development Machine Learning Microsoft Azure C Programming Language Microsoft Office Leadership Public Speaking C MongoDB Python jQuery JavaServer Pages JSP Team Coordination Object Oriented Fortran Numerical Linear Algebra GUI development with python Svelte                            ,"Bachelor's degree, computer science and engineering Pragati Engineering College, 1-378, ADB Road, Surampalem, Near Peddapuram,PIN- 533437 (CC-A3)", , ,Data Engineer Randstad Sourceright,Product Development Engineer CodeTantra,Microsoft Student Partner Microsoft,Intern CodeTantra,Data Engineer,1
204,prasad-chanaka,SQL Linux Data Engineering Machine Learning Microsoft Azure Deep Learning Python Data Science R Tableau Statistical Modeling Artificial Intelligence AI Microsoft Power BI Google Cloud Platform GCP Applied Statistics Hadoop Eco Systems Bayesian Statistics Spark                                  ,"Master's degree, Artificial Intelligence (Reading) University of Moratuwa","Bachelor's degree, Statistics (sp.) | Mathematics | Computer Science University of Peradeniya", ,Head of Operations - Data Engineering & Artificial Intelligence Zkewed An Analytics Company,Consultant - Data Engineering & Artificial Intelligence  Zkewed An Analytics Company,Data Scientist Unilever,Data Engineer KBSL Information Technologies Limited,Head of Operations - Data Engineering & Artificial Intelligence,1
